10 11, 23.850498782081146, 0.008925622554424273, 10000
11 11, 23.850498782081146, 0.008925622554424273, 10000
11 19, 31.837229281248618, 0.008023737063382066, 10000
16 3, 10.579841349249612, 0, 10000
19 7, 26.352196067877728, 1.149104919724963, 10000
20 4, 39.36443477346589, 0, 10000
20 13, 26.352196067877728, 1.149104919724963, 10000
21 9, 39.36443477346589, 0, 10000
21 17, 26.352196067877728, 1.149104919724963, 10000
21 19, 48.732426149172646, 0, 10000
22 19, 26.352196067877728, 1.149104919724963, 10000
23 4, 22.56268474965873, 0.33854498490894175, 10000
23 6, 26.352196067877728, 1.149104919724963, 10000
24 2, 39.36443477346589, 0, 10000
24 12, 45.71147021895267, 0, 10000
24 13, 26.352196067877728, 1.149104919724963, 10000
25 7, 45.71147021895267, 0, 10000
26 9, 45.71147021895267, 0, 10000
26 10, 29.012018975140563, 0.16607404978878376, 10000
27 7, 29.012018975140563, 0.16607404978878376, 10000
27 9, 45.71147021895267, 0, 10000
27 15, 31.837229281248618, 0.07158976148491712, 10000
28 3, 48.732426149172646, 0, 10000
28 6, 31.837229281248618, 0.07158976148491712, 10000
28 8, 31.629213950098965, 2.133907661242976, 10000
28 12, 45.71147021895267, 0, 10000
29 0, 31.837229281248618, 0.07158976148491712, 10000
29 11, 31.629213950098965, 2.133907661242976, 10000
29 13, 45.71147021895267, 0, 10000
29 14, 48.732426149172646, 0, 10000
29 15, 45.23804200291835, 0, 10000
30 4, 31.837229281248618, 0.07158976148491712, 10000
30 7, 31.629213950098965, 2.133907661242976, 10000
30 9, 48.732426149172646, 0, 10000
30 11, 45.71147021895267, 0, 10000
30 13, 36.27791751070908, 0, 10000
30 14, 45.23804200291835, 0, 10000
31 1, 31.629213950098965, 2.133907661242976, 10000
31 4, 13.07334095024317, 0, 10000
31 9, 48.732426149172646, 0, 10000
31 11, 45.71147021895267, 0, 10000
31 12, 36.27791751070908, 0, 10000
31 13, 45.23804200291835, 0, 10000
31 14, 31.837229281248618, 0.07158976148491712, 10000
32 1, 31.837229281248618, 0.07158976148491712, 10000
32 5, 39.36443477346589, 0, 10000
32 13, 31.629213950098965, 2.133907661242976, 10000
32 16, 45.71147021895267, 0, 10000
33 3, 31.837229281248618, 0.07158976148491712, 10000
33 4, 39.36443477346589, 0, 10000
33 8, 34.404060717031925, 0, 10000
33 11, 45.71147021895267, 0, 10000
33 13, 31.629213950098965, 2.133907661242976, 10000
34 1, 34.404060717031925, 0, 10000
34 2, 39.36443477346589, 0, 10000
34 3, 31.629213950098965, 2.133907661242976, 10000
34 6, 31.837229281248618, 0.07158976148491712, 10000
34 10, 45.71147021895267, 0, 10000
34 14, 44.33549537244289, 0, 10000
35 0, 45.71147021895267, 0, 10000
35 2, 31.837229281248618, 0.07158976148491712, 10000
35 3, 31.629213950098965, 2.133907661242976, 10000
35 5, 26.404388008471813, 0, 10000
35 10, 39.36443477346589, 0, 10000
35 12, 44.33549537244289, 0, 10000
35 16, 41.810464997484665, 0.006289330416618555, 10000
36 3, 39.36443477346589, 0, 10000
36 3, 31.629213950098965, 2.133907661242976, 10000
36 7, 44.33549537244289, 0, 10000
36 11, 45.71147021895267, 0, 10000
36 12, 41.810464997484665, 0.006289330416618555, 10000
36 13, 26.404388008471813, 0, 10000
36 16, 34.404060717031925, 0, 10000
36 17, 45.23804200291835, 0, 10000
37 3, 41.810464997484665, 0.006289330416618555, 10000
37 3, 31.629213950098965, 2.133907661242976, 10000
37 4, 26.404388008471813, 0, 10000
37 5, 34.404060717031925, 0, 10000
37 6, 44.33549537244289, 0, 10000
37 7, 45.23804200291835, 0, 10000
37 9, 23.24688168552577, 0, 10000
37 11, 45.71147021895267, 0, 10000
37 13, 39.36443477346589, 0, 10000
38 2, 44.33549537244289, 0, 10000
38 3, 31.629213950098965, 2.133907661242976, 10000
38 4, 39.36443477346589, 0, 10000
38 5, 45.71147021895267, 0, 10000
38 7, 34.404060717031925, 0, 10000
38 8, 26.404388008471813, 0, 10000
38 11, 41.810464997484665, 0.006289330416618555, 10000
38 14, 33.92030079802134, 0, 10000
38 18, 45.23804200291835, 0, 10000
38 19, 48.732426149172646, 0, 10000
39 1, 45.23804200291835, 0, 10000
39 2, 44.33549537244289, 0, 10000
39 3, 31.629213950098965, 2.133907661242976, 10000
39 5, 26.404388008471813, 0, 10000
39 6, 48.732426149172646, 0, 10000
39 7, 45.71147021895267, 0, 10000
39 8, 33.92030079802134, 0, 10000
39 9, 39.36443477346589, 0, 10000
39 11, 15.537608680049434, 0.4305555555555556, 10000
39 14, 34.404060717031925, 0, 10000
39 18, 41.810464997484665, 0.006289330416618555, 10000
40 1, 13.79228309420769, 0, 10000
40 2, 41.810464997484665, 0.006289330416618555, 10000
40 3, 45.23804200291835, 0, 10000
